Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Total Precipitation (high resolution)  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd]
2019;02;15;03;00;18.74;0.00;5.86;47.49
2019;02;15;04;00;19.23;0.00;6.13;40.24
2019;02;15;05;00;19.29;0.00;5.80;29.74
2019;02;15;06;00;19.17;0.00;5.63;26.57
2019;02;15;07;00;19.68;0.00;5.19;33.69
2019;02;15;08;00;22.62;0.00;4.51;61.39
2019;02;15;09;00;26.09;0.00;4.68;90.00
2019;02;15;10;00;28.54;0.00;5.15;102.09
2019;02;15;11;00;30.43;0.00;6.03;107.35
2019;02;15;12;00;32.04;0.00;7.52;106.70
2019;02;15;13;00;33.20;0.00;9.35;105.64
2019;02;15;14;00;33.84;0.00;10.83;105.42
2019;02;15;15;00;33.84;0.00;11.62;106.19
2019;02;15;16;00;33.48;0.00;13.10;105.95
2019;02;15;17;00;32.31;0.00;12.57;113.63
2019;02;15;18;00;29.69;0.00;10.37;110.32
2019;02;15;19;00;28.22;0.00;11.38;108.43
2019;02;15;20;00;26.90;0.00;15.38;106.31
2019;02;15;21;00;25.65;0.00;16.33;104.04
2019;02;15;22;00;24.26;0.00;13.76;96.01
2019;02;15;23;00;23.00;0.00;10.80;90.00
2019;02;16;00;00;21.99;0.00;7.95;84.81
2019;02;16;01;00;21.32;0.00;5.69;71.57
2019;02;16;02;00;20.66;0.00;4.20;59.04
2019;02;16;03;00;20.14;0.00;3.10;35.54
2019;02;16;04;00;19.79;0.00;2.52;360.00
2019;02;16;05;00;19.48;0.00;2.74;336.80
2019;02;16;06;00;19.33;0.00;3.10;324.46
2019;02;16;07;00;21.05;0.00;3.05;315.00
2019;02;16;08;00;23.88;0.00;3.96;270.00
2019;02;16;09;00;26.82;0.00;6.88;227.12
2019;02;16;10;00;29.18;0.00;9.00;216.87
2019;02;16;11;00;31.04;0.00;9.69;211.33
2019;02;16;12;00;32.36;0.00;8.22;208.81
2019;02;16;13;00;33.42;0.00;6.30;210.96
2019;02;16;14;00;34.12;0.00;5.01;201.04
2019;02;16;15;00;34.36;0.00;5.51;191.31
2019;02;16;16;00;34.14;0.00;6.52;186.34
2019;02;16;17;00;33.14;0.00;7.95;185.19
2019;02;16;18;00;30.93;0.00;8.28;180.00
2019;02;16;19;00;29.63;0.00;9.89;169.51
2019;02;16;20;00;28.61;0.00;9.69;158.20
2019;02;16;21;00;27.23;0.00;9.00;126.87
2019;02;16;22;00;25.87;0.00;11.63;111.80
2019;02;16;23;00;24.82;0.00;10.63;118.30
2019;02;17;00;00;23.67;0.00;6.76;115.20
2019;02;17;01;00;23.32;0.00;4.10;127.87
2019;02;17;02;00;22.91;0.00;2.28;198.43
2019;02;17;03;00;22.52;0.00;2.97;255.96
